
start_station_name,end_station_name,subscriber_count,customer_count,total_count
Powell at Post (Union Square),Temporary Transbay Terminal (Howard at Beale),216,22,238
San Antonio Shopping Center,Mountain View Caltrain Station,196,41,237
Embarcadero at Folsom,5th at Howard,183,54,237
Washington at Kearny,San Francisco Caltrain 2 (330 Townsend),221,14,235
Grant Avenue at Columbus Avenue,South Van Ness at Market,134,101,235
Clay at Battery,Beale at Market,212,23,235
Beale at Market,Howard at 2nd,214,20,234
Spear at Folsom,Grant Avenue at Columbus Avenue,199,34,233
Clay at Battery,2nd at South Park,202,31,233
MLK Library,MLK Library,79,154,233
Cowper at University,Cowper at University,59,173,232
San Francisco City Hall,Market at 10th,158,74,232
Powell Street BART,Embarcadero at Vallejo,63,168,231
Davis at Jackson,Post at Kearny,209,22,231
Townsend at 7th,Beale at Market,217,13,230
Commercial at Montgomery,San Francisco City Hall,219,11,230
2nd at Townsend,Market at 10th,158,71,229
Beale at Market,South Van Ness at Market,189,40,229
San Francisco City Hall,Embarcadero at Sansome,91,138,229
Steuart at Market,Golden Gate at Polk,199,30,229
Castro Street and El Camino Real,Castro Street and El Camino Real,80,149,229
Civic Center BART (7th at Market),Commercial at Montgomery,206,22,228
Embarcadero at Vallejo,Mechanics Plaza (Market at Battery),138,90,228
5th at Howard,Powell at Post (Union Square),124,104,228
Howard at 2nd,Clay at Battery,209,19,228
Powell Street BART,Howard at 2nd,196,32,228
Mechanics Plaza (Market at Battery),Embarcadero at Vallejo,155,72,227
Temporary Transbay Terminal (Howard at Beale),Powell at Post (Union Square),189,38,227
Mechanics Plaza (Market at Battery),Grant Avenue at Columbus Avenue,172,54,226
Commercial at Montgomery,South Van Ness at Market,196,30,226
Yerba Buena Center of the Arts (3rd @ Howard),Powell at Post (Union Square),95,131,226
Post at Kearny,Post at Kearny,64,161,225
Powell Street BART,Clay at Battery,174,51,225
Redwood City Caltrain Station,Mezes Park,216,9,225
Santa Clara County Civic Center,San Pedro Square,218,7,225
Post at Kearny,Civic Center BART (7th at Market),188,37,225
2nd at South Park,Davis at Jackson,204,20,224
Spear at Folsom,Temporary Transbay Terminal (Howard at Beale),220,3,223
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),107,116,223
Howard at 2nd,Post at Kearny,201,22,223
Paseo de San Antonio,San Salvador at 1st,186,36,222
Harry Bridges Plaza (Ferry Building),Beale at Market,170,51,221
Spear at Folsom,Powell Street BART,176,45,221
San Pedro Square,Ryland Park,190,29,219
Market at 4th,Powell at Post (Union Square),68,151,219
Embarcadero at Bryant,2nd at Folsom,201,17,218
Townsend at 7th,Powell at Post (Union Square),167,51,218
Broadway St at Battery St,Spear at Folsom,213,5,218
Commercial at Montgomery,Steuart at Market,178,39,217
Redwood City Medical Center,Redwood City Caltrain Station,203,14,217
Broadway St at Battery St,Embarcadero at Folsom,202,14,216
Embarcadero at Vallejo,Davis at Jackson,170,46,216
5th at Howard,Mechanics Plaza (Market at Battery),179,37,216
San Francisco City Hall,Harry Bridges Plaza (Ferry Building),122,93,215
Washington at Kearny,Post at Kearny,149,64,213
Clay at Battery,Civic Center BART (7th at Market),185,27,212
San Salvador at 1st,San Salvador at 1st,79,133,212
Japantown,MLK Library,171,41,212
Beale at Market,Civic Center BART (7th at Market),172,40,212
Ryland Park,San Pedro Square,172,39,211
2nd at South Park,South Van Ness at Market,181,30,211
2nd at South Park,Civic Center BART (7th at Market),178,33,211
Commercial at Montgomery,Grant Avenue at Columbus Avenue,151,60,211
5th at Howard,Golden Gate at Polk,171,40,211
Embarcadero at Folsom,Commercial at Montgomery,186,24,210
Davis at Jackson,Powell Street BART,173,37,210
Washington at Kearny,Market at 10th,180,30,210
Beale at Market,Yerba Buena Center of the Arts (3rd @ Howard),184,25,209
Mechanics Plaza (Market at Battery),Howard at 2nd,196,13,209
Mechanics Plaza (Market at Battery),Yerba Buena Center of the Arts (3rd @ Howard),169,40,209
Davis at Jackson,Howard at 2nd,197,11,208
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Bryant,157,50,207
Embarcadero at Bryant,Yerba Buena Center of the Arts (3rd @ Howard),164,43,207
San Salvador at 1st,Paseo de San Antonio,177,30,207
Embarcadero at Folsom,Broadway St at Battery St,183,23,206
Golden Gate at Polk,Post at Kearny,185,21,206
South Van Ness at Market,2nd at Townsend,170,36,206
Embarcadero at Vallejo,Spear at Folsom,153,53,206
Clay at Battery,2nd at Folsom,190,16,206
Commercial at Montgomery,Civic Center BART (7th at Market),183,22,205
University and Emerson,Cowper at University,138,67,205
Clay at Battery,Steuart at Market,162,43,205
Paseo de San Antonio,Paseo de San Antonio,67,137,204
Steuart at Market,South Van Ness at Market,131,73,204
Townsend at 7th,Embarcadero at Sansome,137,67,204
Beale at Market,5th at Howard,162,42,204
Howard at 2nd,Commercial at Montgomery,191,12,203
Civic Center BART (7th at Market),2nd at Folsom,179,23,202
Embarcadero at Vallejo,Powell Street BART,66,136,202
2nd at Folsom,Post at Kearny,181,21,202
Powell at Post (Union Square),Golden Gate at Polk,92,109,201
Post at Kearny,Market at 4th,164,36,200
5th at Howard,Yerba Buena Center of the Arts (3rd @ Howard),157,43,200
Broadway St at Battery St,Civic Center BART (7th at Market),189,11,200
Mechanics Plaza (Market at Battery),Clay at Battery,173,27,200
Clay at Battery,Embarcadero at Folsom,175,25,200
2nd at Folsom,Mechanics Plaza (Market at Battery),188,12,200
Grant Avenue at Columbus Avenue,Embarcadero at Bryant,136,64,200
5th at Howard,Clay at Battery,176,23,199
Powell at Post (Union Square),Embarcadero at Vallejo,62,137,199
Grant Avenue at Columbus Avenue,Washington at Kearny,153,46,199
Clay at Battery,Embarcadero at Vallejo,117,82,199
Broadway St at Battery St,Post at Kearny,181,17,198
Clay at Battery,5th at Howard,162,35,197
Civic Center BART (7th at Market),Howard at 2nd,175,22,197
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Folsom,191,6,197
Redwood City Caltrain Station,Redwood City Caltrain Station,66,130,196
2nd at Townsend,South Van Ness at Market,130,66,196
Yerba Buena Center of the Arts (3rd @ Howard),Market at 4th,148,48,196
Townsend at 7th,Embarcadero at Vallejo,158,37,195
Civic Center BART (7th at Market),San Francisco City Hall,152,42,194
Civic Center BART (7th at Market),2nd at Townsend,159,35,194
Commercial at Montgomery,Townsend at 7th,174,20,194
San Francisco City Hall,Mechanics Plaza (Market at Battery),163,31,194
Townsend at 7th,Commercial at Montgomery,183,11,194
Spear at Folsom,Powell at Post (Union Square),140,53,193
South Van Ness at Market,Embarcadero at Folsom,182,10,192
Yerba Buena Center of the Arts (3rd @ Howard),Beale at Market,151,41,192
Civic Center BART (7th at Market),Yerba Buena Center of the Arts (3rd @ Howard),128,64,192
Howard at 2nd,Grant Avenue at Columbus Avenue,133,59,192
Golden Gate at Polk,Embarcadero at Vallejo,160,31,191
Japantown,San Jose City Hall,134,57,191
Steuart at Market,2nd at Folsom,154,37,191
Washington at Kearny,Powell at Post (Union Square),63,127,190
2nd at Townsend,Civic Center BART (7th at Market),131,59,190
Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),122,68,190
Beale at Market,Post at Kearny,171,18,189
Evelyn Park and Ride,Evelyn Park and Ride,34,155,189
Davis at Jackson,2nd at South Park,171,18,189
South Van Ness at Market,Powell at Post (Union Square),84,105,189
SJSU 4th at San Carlos,San Jose Diridon Caltrain Station,152,37,189
Washington at Kearny,Embarcadero at Folsom,166,23,189
Mechanics Plaza (Market at Battery),Market at Sansome,134,53,187
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearny,135,52,187
5th at Howard,Embarcadero at Vallejo,120,67,187
Paseo de San Antonio,San Pedro Square,142,45,187
San Francisco City Hall,Civic Center BART (7th at Market),126,60,186
Ryland Park,San Jose Civic Center,150,36,186
Post at Kearney,Washington at Kearney,164,22,186
Grant Avenue at Columbus Avenue,5th at Howard,143,42,185
Embarcadero at Vallejo,Powell at Post (Union Square),40,144,184
Japantown,Ryland Park,164,19,183
Broadway St at Battery St,Commercial at Montgomery,166,17,183
2nd at Townsend,Washington at Kearny,126,56,182
Mechanics Plaza (Market at Battery),Golden Gate at Polk,156,24,180
Market at Sansome,Mechanics Plaza (Market at Battery),85,95,180
Cowper at University,California Ave Caltrain Station,127,53,180
5th at Howard,Embarcadero at Folsom,150,30,180
Embarcadero at Folsom,Beale at Market,169,10,179
Embarcadero at Bryant,2nd at South Park,152,26,178
Harry Bridges Plaza (Ferry Building),San Francisco City Hall,110,68,178
Embarcadero at Vallejo,Market at Sansome,112,66,178
San Pedro Square,Paseo de San Antonio,123,54,177
Clay at Battery,Yerba Buena Center of the Arts (3rd @ Howard),108,69,177
MLK Library,SJSU - San Salvador at 9th,124,53,177
Howard at 2nd,Embarcadero at Vallejo,98,79,177
San Antonio Caltrain Station,San Antonio Caltrain Station,31,146,177
Post at Kearny,Clay at Battery,158,19,177
Redwood City Caltrain Station,Franklin at Maple,154,22,176
Spear at Folsom,South Van Ness at Market,158,18,176
Clay at Battery,Post at Kearny,151,24,175
Beale at Market,Steuart at Market,104,71,175
Golden Gate at Polk,Powell at Post (Union Square),79,96,175
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Folsom,126,49,175
2nd at Folsom,Davis at Jackson,165,9,174
Townsend at 7th,Davis at Jackson,160,14,174
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain (Townsend at 4th),117,57,174
St James Park,Japantown,139,35,174
Washington at Kearny,5th at Howard,144,30,174
SJSU - San Salvador at 9th,San Salvador at 1st,141,33,174
San Francisco City Hall,Powell at Post (Union Square),65,109,174
Steuart at Market,Harry Bridges Plaza (Ferry Building),83,90,173
San Pedro Square,San Jose Civic Center,45,128,173
Harry Bridges Plaza (Ferry Building),Golden Gate at Polk,92,81,173
Grant Avenue at Columbus Avenue,Broadway St at Battery St,146,27,173
San Jose City Hall,Paseo de San Antonio,154,18,172
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearny,118,53,171
Powell Street BART,Spear at Folsom,129,42,171
San Salvador at 1st,San Pedro Square,110,61,171
Beale at Market,Golden Gate at Polk,157,14,171
Broadway St at Battery St,5th at Howard,148,22,170
Broadway St at Battery St,Powell Street BART,155,15,170
Powell at Post (Union Square),San Francisco City Hall,94,76,170
Harry Bridges Plaza (Ferry Building),Steuart at Market,69,101,170
San Jose City Hall,Japantown,126,43,169
5th at Howard,Grant Avenue at Columbus Avenue,102,67,169
Embarcadero at Vallejo,Townsend at 7th,144,25,169
Mountain View Caltrain Station,San Antonio Caltrain Station,90,78,168
Ryland Park,Ryland Park,64,104,168
Yerba Buena Center of the Arts (3rd @ Howard),Clay at Battery,114,54,168
Golden Gate at Polk,Spear at Folsom,163,4,167
Washington at Kearny,Grant Avenue at Columbus Avenue,60,107,167
Howard at 2nd,Beale at Market,161,6,167
Post at Kearny,Beale at Market,143,23,166
Steuart at Market,Commercial at Montgomery,138,28,166
Clay at Battery,Townsend at 7th,150,16,166
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),113,53,166
South Van Ness at Market,2nd at Folsom,147,19,166
Howard at 2nd,Mechanics Plaza (Market at Battery),153,12,165
Howard at 2nd,Washington at Kearny,146,19,165
Powell at Post (Union Square),Embarcadero at Bryant,118,47,165
San Francisco City Hall,Post at Kearny,148,17,165
Post at Kearny,Embarcadero at Bryant,142,23,165
Embarcadero at Vallejo,Clay at Battery,105,58,163
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain 2 (330 Townsend),121,42,163
Park at Olive,University and Emerson,60,102,162
San Francisco City Hall,Steuart at Market,67,95,162
Davis at Jackson,Market at 10th,148,13,161
Paseo de San Antonio,MLK Library,145,15,160
Rengstorff Avenue / California Street,Rengstorff Avenue / California Street,29,131,160
Commercial at Montgomery,2nd at Folsom,143,17,160
San Pedro Square,Arena Green / SAP Center,129,29,158
Embarcadero at Bryant,Grant Avenue at Columbus Avenue,82,76,158
Davis at Jackson,Civic Center BART (7th at Market),150,8,158
Post at Kearney,Harry Bridges Plaza (Ferry Building),105,53,158
Washington at Kearny,Howard at 2nd,130,27,157
San Francisco City Hall,Grant Avenue at Columbus Avenue,114,43,157
Mechanics Plaza (Market at Battery),Townsend at 7th,136,20,156
Golden Gate at Polk,Mechanics Plaza (Market at Battery),137,18,155
Post at Kearny,Powell at Post (Union Square),89,66,155
Spear at Folsom,Civic Center BART (7th at Market),137,18,155
San Jose City Hall,MLK Library,137,18,155
Commercial at Montgomery,Clay at Battery,138,16,154
SJSU - San Salvador at 9th,SJSU 4th at San Carlos,130,24,154
2nd at South Park,Post at Kearney,127,27,154
San Salvador at 1st,San Jose City Hall,135,19,154
San Jose City Hall,San Pedro Square,118,35,153
5th at Howard,Washington at Kearny,128,24,152
Ryland Park,Japantown,143,9,152
St James Park,SJSU 4th at San Carlos,132,19,151
Washington at Kearny,Embarcadero at Bryant,125,26,151
Embarcadero at Vallejo,Howard at 2nd,120,31,151
Civic Center BART (7th at Market),Embarcadero at Vallejo,95,56,151
Post at Kearney,Grant Avenue at Columbus Avenue,97,53,150
Market at 10th,San Francisco City Hall,116,34,150
Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),139,11,150
Washington at Kearny,2nd at Townsend,97,53,150
Embarcadero at Folsom,Powell Street BART,104,45,149
Mechanics Plaza (Market at Battery),San Francisco City Hall,126,23,149
Beale at Market,2nd at Folsom,131,18,149
Redwood City Caltrain Station,San Mateo County Center,139,10,149
Washington at Kearny,Broadway St at Battery St,103,45,148
California Ave Caltrain Station,Cowper at University,80,68,148
San Pedro Square,Santa Clara County Civic Center,140,8,148
Clay at Battery,Market at 10th,113,35,148
Park at Olive,California Ave Caltrain Station,97,51,148
Embarcadero at Sansome,2nd at Folsom,44,104,148
Harry Bridges Plaza (Ferry Building),Post at Kearney,116,32,148
San Pedro Square,San Jose City Hall,115,32,147
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,26,120,146
Market at 10th,Embarcadero at Vallejo,90,56,146
San Jose Civic Center,San Pedro Square,36,110,146
2nd at Folsom,Broadway St at Battery St,140,5,145
San Francisco City Hall,Golden Gate at Polk,102,43,145
Post at Kearny,Embarcadero at Folsom,130,15,145
SJSU 4th at San Carlos,SJSU - San Salvador at 9th,106,39,145
Post at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),118,27,145
Clay at Battery,Davis at Jackson,127,17,144
Washington at Kearny,Civic Center BART (7th at Market),97,47,144
Davis at Jackson,Washington at Kearny,119,25,144
Charleston Park/ North Bayshore Area,Mountain View Caltrain Station,66,78,144
Post at Kearny,Spear at Folsom,128,16,144
San Antonio Caltrain Station,Mountain View Caltrain Station,54,89,143
Washington at Kearny,Embarcadero at Vallejo,52,91,143
San Francisco City Hall,5th at Howard,113,30,143
SJSU - San Salvador at 9th,SJSU - San Salvador at 9th,45,97,142
Powell at Post (Union Square),Embarcadero at Folsom,101,41,142
5th at Howard,Broadway St at Battery St,125,16,141
San Salvador at 1st,SJSU - San Salvador at 9th,109,32,141
SJSU 4th at San Carlos,SJSU 4th at San Carlos,30,111,141
San Jose Civic Center,Santa Clara at Almaden,82,59,141
South Van Ness at Market,Davis at Jackson,121,18,139
SJSU - San Salvador at 9th,MLK Library,105,34,139
Palo Alto Caltrain Station,University and Emerson,46,93,139
Post at Kearney,2nd at South Park,110,29,139
2nd at South Park,Golden Gate at Polk,126,11,137
Beale at Market,Washington at Kearny,111,26,137
Market at 4th,Post at Kearny,106,31,137
Yerba Buena Center of the Arts (3rd @ Howard),Mechanics Plaza (Market at Battery),94,42,136
Broadway St at Battery St,2nd at South Park,119,17,136
South Van Ness at Market,Embarcadero at Vallejo,119,17,136
Adobe on Almaden,Adobe on Almaden,47,89,136
SJSU 4th at San Carlos,St James Park,109,26,135
South Van Ness at Market,Clay at Battery,108,27,135
Santa Clara at Almaden,Paseo de San Antonio,119,16,135
Embarcadero at Bryant,Powell at Post (Union Square),64,71,135
San Jose City Hall,San Jose Civic Center,106,28,134
Grant Avenue at Columbus Avenue,San Francisco City Hall,100,34,134
Temporary Transbay Terminal (Howard at Beale),Washington at Kearney,117,17,134
Spear at Folsom,Golden Gate at Polk,133,1,134
Washington at Kearny,Steuart at Market,69,64,133
San Francisco City Hall,2nd at Townsend,105,28,133
Japantown,Paseo de San Antonio,81,52,133
Powell Street BART,Davis at Jackson,109,24,133
Yerba Buena Center of the Arts (3rd @ Howard),2nd at Folsom,109,23,132
2nd at South Park,Broadway St at Battery St,118,14,132
Post at Kearny,Golden Gate at Polk,107,24,131
Townsend at 7th,San Francisco City Hall,109,22,131
Yerba Buena Center of the Arts (3rd @ Howard),Golden Gate at Polk,96,35,131
Embarcadero at Vallejo,5th at Howard,77,53,130
Washington at Kearny,Davis at Jackson,109,21,130
2nd at Folsom,South Van Ness at Market,100,30,130
Embarcadero at Vallejo,Civic Center BART (7th at Market),73,57,130
Embarcadero at Folsom,Clay at Battery,110,19,129
2nd at Folsom,Embarcadero at Vallejo,80,49,129
Broadway St at Battery St,Market at 10th,119,10,129
Howard at 2nd,Golden Gate at Polk,111,18,129
San Francisco City Hall,2nd at South Park,116,13,129
Golden Gate at Polk,2nd at South Park,118,10,128
Beale at Market,Clay at Battery,114,14,128
South Van Ness at Market,Washington at Kearny,93,35,128
Broadway St at Battery St,Grant Avenue at Columbus Avenue,61,67,128
Embarcadero at Bryant,Powell Street BART,85,42,127
Redwood City Caltrain Station,Redwood City Public Library,122,5,127
San Pedro Square,MLK Library,73,54,127
Paseo de San Antonio,St James Park,92,35,127
Rengstorff Avenue / California Street,Mountain View City Hall,68,58,126
San Francisco City Hall,Commercial at Montgomery,107,19,126
Post at Kearny,2nd at Folsom,108,18,126
San Francisco Caltrain 2 (330 Townsend),Grant Avenue at Columbus Avenue,89,36,125
St James Park,MLK Library,107,18,125
Embarcadero at Folsom,Civic Center BART (7th at Market),106,19,125
Civic Center BART (7th at Market),Embarcadero at Folsom,112,12,124
San Pedro Square,San Salvador at 1st,84,40,124
California Ave Caltrain Station,Park at Olive,95,29,124
Japantown,San Salvador at 1st,80,44,124
University and Emerson,Park at Olive,59,64,123
Castro Street and El Camino Real,Mountain View City Hall,81,42,123
Embarcadero at Folsom,Post at Kearny,105,18,123
Kaiser Hospital,Redwood City Caltrain Station,122,1,123
Embarcadero at Bryant,5th at Howard,106,17,123
San Francisco Caltrain (Townsend at 4th),Post at Kearney,107,16,123
Market at 10th,Clay at Battery,97,26,123
Post at Kearney,San Francisco Caltrain (Townsend at 4th),105,17,122
Davis at Jackson,Clay at Battery,103,19,122
Arena Green / SAP Center,St James Park,104,17,121
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Vallejo,34,87,121
South Van Ness at Market,Grant Avenue at Columbus Avenue,72,48,120
Townsend at 7th,Grant Avenue at Columbus Avenue,100,20,120
St James Park,San Salvador at 1st,110,10,120
Mountain View Caltrain Station,Charleston Park/ North Bayshore Area,44,76,120
Golden Gate at Polk,2nd at Townsend,98,22,120
San Jose Civic Center,MLK Library,71,48,119
Powell Street BART,Embarcadero at Bryant,78,41,119
MLK Library,San Pedro Square,63,56,119
Howard at 2nd,2nd at Folsom,104,15,119
Post at Kearney,South Van Ness at Market,109,10,119
Franklin at Maple,Redwood City Caltrain Station,99,19,118
Golden Gate at Polk,San Francisco City Hall,73,45,118
Beale at Market,Mechanics Plaza (Market at Battery),97,21,118
Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),52,65,117
San Mateo County Center,San Mateo County Center,85,32,117
South Van Ness at Market,Post at Kearney,111,6,117
Powell Street BART,Broadway St at Battery St,99,18,117
Charleston Park/ North Bayshore Area,Charleston Park/ North Bayshore Area,2,114,116
Embarcadero at Folsom,South Van Ness at Market,85,31,116
Embarcadero at Bryant,Civic Center BART (7th at Market),98,18,116
Embarcadero at Vallejo,Washington at Kearny,61,54,115
Clay at Battery,Golden Gate at Polk,83,32,115
Civic Center BART (7th at Market),Spear at Folsom,99,16,115
Embarcadero at Folsom,Powell at Post (Union Square),72,43,115
Post at Kearney,Embarcadero at Sansome,52,62,114
Civic Center BART (7th at Market),Davis at Jackson,104,10,114
Japantown,St James Park,92,22,114
2nd at Townsend,Post at Kearney,99,15,114
Yerba Buena Center of the Arts (3rd @ Howard),Howard at 2nd,75,38,113
Santa Clara at Almaden,San Jose Civic Center,59,54,113
South Van Ness at Market,Broadway St at Battery St,102,11,113
Townsend at 7th,Clay at Battery,101,11,112
Golden Gate at Polk,Broadway St at Battery St,105,7,112
Howard at 2nd,Davis at Jackson,106,5,111
Park at Olive,Park at Olive,13,98,111
5th at Howard,San Francisco City Hall,82,28,110
San Jose City Hall,SJSU 4th at San Carlos,97,13,110
Mountain View City Hall,Rengstorff Avenue / California Street,64,46,110
Embarcadero at Folsom,2nd at Folsom,88,22,110
SJSU - San Salvador at 9th,San Jose City Hall,81,28,109
Washington at Kearney,Embarcadero at Sansome,15,93,108
MLK Library,Paseo de San Antonio,86,21,107
Embarcadero at Bryant,Washington at Kearny,95,12,107
MLK Library,San Salvador at 1st,95,12,107
San Pedro Square,SJSU - San Salvador at 9th,57,50,107
Grant Avenue at Columbus Avenue,Post at Kearney,83,23,106
Paseo de San Antonio,Santa Clara at Almaden,90,16,106
Townsend at 7th,Washington at Kearny,96,10,106
Washington at Kearny,Townsend at 7th,75,31,106
Civic Center BART (7th at Market),Broadway St at Battery St,99,6,105
Townsend at 7th,Mechanics Plaza (Market at Battery),95,9,104
Howard at 2nd,San Francisco City Hall,86,18,104
St James Park,Arena Green / SAP Center,99,5,104
St James Park,Paseo de San Antonio,85,18,103
Ryland Park,Adobe on Almaden,97,6,103
San Jose Civic Center,San Jose City Hall,83,20,103
Grant Avenue at Columbus Avenue,Golden Gate at Polk,52,51,103
Spear at Folsom,Washington at Kearny,90,13,103
Broadway St at Battery St,South Van Ness at Market,93,9,102
2nd at South Park,San Francisco City Hall,81,21,102
San Antonio Shopping Center,San Antonio Shopping Center,36,66,102
Embarcadero at Vallejo,South Van Ness at Market,72,30,102
Evelyn Park and Ride,Mountain View City Hall,76,26,102
Embarcadero at Bryant,Post at Kearny,76,26,102
Market at 10th,Post at Kearney,92,9,101
Clay at Battery,Commercial at Montgomery,82,19,101
St James Park,St James Park,44,57,101
San Francisco City Hall,Beale at Market,83,17,100
Embarcadero at Sansome,Washington at Kearney,21,79,100
Adobe on Almaden,Paseo de San Antonio,84,16,100
Mezes,Redwood City Caltrain Station,94,5,99
Embarcadero at Sansome,Post at Kearney,61,38,99
Post at Kearny,Embarcadero at Vallejo,42,57,99
San Salvador at 1st,SJSU 4th at San Carlos,83,16,99
Washington at Kearny,South Van Ness at Market,43,56,99
Civic Center BART (7th at Market),Embarcadero at Bryant,82,17,99
Post at Kearney,Market at 10th,83,16,99
Post at Kearny,San Francisco City Hall,78,21,99
MLK Library,San Jose City Hall,78,21,99
Embarcadero at Vallejo,Commercial at Montgomery,53,45,98
Davis at Jackson,Townsend at 7th,76,22,98
Washington at Kearny,Clay at Battery,76,22,98
Santa Clara County Civic Center,Santa Clara County Civic Center,47,51,98
Clay at Battery,South Van Ness at Market,74,24,98
San Jose City Hall,SJSU - San Salvador at 9th,71,27,98
Washington at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),41,56,97
Washington at Kearney,Temporary Transbay Terminal (Howard at Beale),88,9,97
Broadway St at Battery St,Howard at 2nd,83,14,97
Townsend at 7th,Broadway St at Battery St,84,13,97
Mountain View City Hall,San Antonio Shopping Center,44,53,97
San Francisco City Hall,Yerba Buena Center of the Arts (3rd @ Howard),61,36,97
Golden Gate at Polk,Howard at 2nd,87,10,97
San Salvador at 1st,Japantown,76,20,96
Adobe on Almaden,San Pedro Square,64,32,96
Washington at Kearney,Harry Bridges Plaza (Ferry Building),61,34,95
Mountain View City Hall,Castro Street and El Camino Real,68,27,95
Clay at Battery,Washington at Kearny,68,27,95
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco City Hall,64,31,95
Washington at Kearney,Embarcadero at Folsom,87,8,95
Powell Street BART,Embarcadero at Folsom,62,33,95
Spear at Folsom,Post at Kearny,84,11,95
2nd at Folsom,Post at Kearney,82,12,94
Arena Green / SAP Center,Paseo de San Antonio,74,20,94
Embarcadero at Folsom,Washington at Kearney,92,2,94
Redwood City Caltrain Station,Mezes,92,2,94
MLK Library,San Jose Civic Center,43,51,94
Broadway St at Battery St,Embarcadero at Vallejo,49,45,94
San Jose City Hall,Adobe on Almaden,79,15,94
SJSU 4th at San Carlos,MLK Library,70,23,93
Golden Gate at Polk,Clay at Battery,75,18,93
Post at Kearney,Spear at Folsom,84,9,93
Davis at Jackson,South Van Ness at Market,72,21,93
San Antonio Shopping Center,University and Emerson,89,3,92
MLK Library,St James Park,74,18,92
Commercial at Montgomery,Post at Kearney,84,8,92
Market at 10th,Washington at Kearney,74,18,92
Spear at Folsom,Embarcadero at Folsom,69,23,92
Mechanics Plaza (Market at Battery),2nd at Folsom,78,13,91
San Francisco City Hall,Temporary Transbay Terminal (Howard at Beale),86,5,91
Embarcadero at Vallejo,Market at 10th,47,44,91
SJSU - San Salvador at 9th,San Pedro Square,51,39,90
Temporary Transbay Terminal (Howard at Beale),San Francisco City Hall,80,10,90
Washington at Kearney,Washington at Kearney,6,83,89
Post at Kearney,2nd at Townsend,77,12,89
San Salvador at 1st,St James Park,73,16,89
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),71,18,89
Steuart at Market,San Francisco City Hall,58,30,88
University and Emerson,Palo Alto Caltrain Station,30,58,88
California Ave Caltrain Station,San Antonio Caltrain Station,57,30,87
SJSU 4th at San Carlos,San Salvador at 1st,72,15,87
2nd at Townsend,San Francisco City Hall,61,26,87
Market at 10th,Embarcadero at Bryant,63,23,86
St James Park,San Jose City Hall,76,10,86
Howard at 2nd,Broadway St at Battery St,76,10,86
San Francisco City Hall,2nd at Folsom,72,14,86
Paseo de San Antonio,San Jose Civic Center,24,62,86
Paseo de San Antonio,Ryland Park,69,17,86
Embarcadero at Vallejo,Broadway St at Battery St,55,30,85
Redwood City Caltrain Station,Kaiser Hospital,83,2,85
5th at Howard,Embarcadero at Bryant,59,26,85
Paseo de San Antonio,San Jose City Hall,62,23,85
Embarcadero at Folsom,Spear at Folsom,64,20,84
Embarcadero at Sansome,San Francisco City Hall,30,54,84
2nd at Townsend,Golden Gate at Polk,54,30,84
San Mateo County Center,Redwood City Caltrain Station,74,10,84
Post at Kearney,San Francisco Caltrain 2 (330 Townsend),81,3,84
Market at 4th,Washington at Kearney,65,19,84
San Jose Civic Center,Adobe on Almaden,58,26,84
Adobe on Almaden,San Salvador at 1st,72,11,83
Davis at Jackson,2nd at Folsom,68,15,83
Broadway St at Battery St,Townsend at 7th,68,15,83
SJSU 4th at San Carlos,San Pedro Square,61,22,83
Embarcadero at Vallejo,Post at Kearny,42,41,83
Washington at Kearny,Spear at Folsom,75,7,82
5th at Howard,Davis at Jackson,79,3,82
San Francisco City Hall,Spear at Folsom,69,13,82
Market at 10th,Embarcadero at Folsom,68,14,82
Arena Green / SAP Center,Santa Clara County Civic Center,67,14,81
Post at Kearney,2nd at Folsom,74,7,81
Redwood City Public Library,Redwood City Caltrain Station,67,14,81
Washington at Kearny,Golden Gate at Polk,59,22,81
Davis at Jackson,5th at Howard,66,15,81
MLK Library,SJSU 4th at San Carlos,54,27,81
Townsend at 7th,Post at Kearney,73,8,81
Mechanics Plaza (Market at Battery),Beale at Market,58,22,80
Harry Bridges Plaza (Ferry Building),Washington at Kearney,33,47,80
SJSU 4th at San Carlos,Paseo de San Antonio,58,22,80
Embarcadero at Folsom,Market at 10th,50,30,80
Japantown,San Jose Civic Center,12,68,80
Ryland Park,Paseo de San Antonio,67,12,79
