
start_station_name,end_station_name,latitude,longitude,total_trips
Redwood City Medical Center,San Mateo County Center,37.487682,-122.223492,48
Washington at Kearney,Steuart at Market,37.795425,-122.404767,48
Arena Green / SAP Center,San Jose Diridon Caltrain Station,37.332692,-121.900084,48
Embarcadero at Bryant,South Van Ness at Market,37.787152,-122.388013,48
San Francisco City Hall,Davis at Jackson,37.77865,-122.418235,47
Ryland Park,MLK Library,37.342725,-121.895617,47
Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),37.79728,-122.398436,47
SJSU - San Salvador at 9th,Adobe on Almaden,37.333955,-121.877349,47
San Salvador at 1st,Arena Green / SAP Center,37.330165,-121.885831,47
Ryland Park,Arena Green / SAP Center,37.342725,-121.895617,47
Yerba Buena Center of the Arts (3rd @ Howard),Davis at Jackson,37.784878,-122.401014,46
Washington at Kearney,Market at 4th,37.795425,-122.404767,46
San Salvador at 1st,Santa Clara at Almaden,37.330165,-121.885831,46
Adobe on Almaden,Santa Clara at Almaden,37.331415,-121.8932,46
Santa Clara at Almaden,Adobe on Almaden,37.333988,-121.894902,46
San Francisco Caltrain 2 (330 Townsend),Washington at Kearney,37.7766,-122.39547,46
Golden Gate at Polk,Embarcadero at Bryant,37.781332,-122.418603,46
Adobe on Almaden,Arena Green / SAP Center,37.331415,-121.8932,46
Japantown,Arena Green / SAP Center,37.348742,-121.894715,45
Washington at Kearney,Grant Avenue at Columbus Avenue,37.795425,-122.404767,45
St James Park,SJSU - San Salvador at 9th,37.339301,-121.889937,45
Washington at Kearny,Commercial at Montgomery,37.795425,-122.404767,45
Post at Kearney,Market at 4th,37.788975,-122.403452,45
Washington at Kearney,Embarcadero at Bryant,37.795425,-122.404767,44
MLK Library,Ryland Park,37.335885,-121.88566,44
MLK Library,Adobe on Almaden,37.335885,-121.88566,44
San Jose City Hall,Santa Clara at Almaden,37.337391,-121.886995,44
Golden Gate at Polk,Embarcadero at Folsom,37.781332,-122.418603,44
St James Park,Ryland Park,37.339301,-121.889937,44
Davis at Jackson,Post at Kearney,37.79728,-122.398436,43
Santa Clara at Almaden,San Jose City Hall,37.333988,-121.894902,43
Grant Avenue at Columbus Avenue,Washington at Kearney,37.7979,-122.405942,43
SJSU 4th at San Carlos,Adobe on Almaden,37.332808,-121.883891,42
San Jose Diridon Caltrain Station,Santa Clara County Civic Center,37.329732,-121.901782,42
Clay at Battery,Post at Kearney,37.795001,-122.39997,42
San Francisco City Hall,Clay at Battery,37.77865,-122.418235,42
Washington at Kearney,Powell at Post (Union Square),37.795425,-122.404767,42
Japantown,Adobe on Almaden,37.348742,-121.894715,42
Washington at Kearney,San Francisco Caltrain (Townsend at 4th),37.795425,-122.404767,41
Santa Clara at Almaden,SJSU - San Salvador at 9th,37.333988,-121.894902,41
San Antonio Caltrain Station,Charleston Park/ North Bayshore Area,37.40694,-122.106758,41
Japantown,Santa Clara County Civic Center,37.348742,-121.894715,41
Post at Kearney,Davis at Jackson,37.788975,-122.403452,41
Spear at Folsom,San Francisco City Hall,37.790302,-122.390637,41
Embarcadero at Bryant,Golden Gate at Polk,37.787152,-122.388013,40
Washington at Kearney,Mechanics Plaza (Market at Battery),37.795425,-122.404767,40
Arena Green / SAP Center,Adobe on Almaden,37.332692,-121.900084,40
Post at Kearney,Clay at Battery,37.788975,-122.403452,40
Beale at Market,Post at Kearney,37.792251,-122.397086,40
Mechanics Plaza (Market at Battery),Post at Kearney,37.7913,-122.399051,40
Franklin at Maple,Franklin at Maple,37.481758,-122.226904,39
Redwood City Caltrain Station,Palo Alto Caltrain Station,37.486078,-122.232089,39
San Mateo County Center,Redwood City Medical Center,37.487616,-122.229951,38
Ryland Park,St James Park,37.342725,-121.895617,38
Adobe on Almaden,St James Park,37.331415,-121.8932,38
Arena Green / SAP Center,San Jose City Hall,37.332692,-121.900084,38
Adobe on Almaden,SJSU - San Salvador at 9th,37.331415,-121.8932,37
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearney,37.784878,-122.401014,37
Market at 4th,Post at Kearney,37.786305,-122.404966,37
Embarcadero at Folsom,Golden Gate at Polk,37.791464,-122.391034,37
South Van Ness at Market,Washington at Kearney,37.774814,-122.418954,37
St James Park,San Jose Civic Center,37.339301,-121.889937,37
Washington at Kearney,Post at Kearney,37.795425,-122.404767,37
Stanford in Redwood City,San Mateo County Center,37.48537,-122.203288,37
2nd at Folsom,Washington at Kearney,37.785299,-122.396236,37
Golden Gate at Polk,2nd at Folsom,37.781332,-122.418603,36
Santa Clara at Almaden,Japantown,37.333988,-121.894902,36
Embarcadero at Bryant,Washington at Kearney,37.787152,-122.388013,36
San Antonio Shopping Center,California Ave Caltrain Station,37.400443,-122.108338,36
Arena Green / SAP Center,SJSU 4th at San Carlos,37.332692,-121.900084,36
Mezes Park,Mezes Park,37.491269,-122.236234,36
Palo Alto Caltrain Station,San Antonio Caltrain Station,37.443988,-122.164759,36
Embarcadero at Vallejo,San Francisco City Hall,37.799953,-122.398525,36
Beale at Market,Washington at Kearney,37.792251,-122.397086,35
Post at Kearney,Beale at Market,37.788975,-122.403452,35
Golden Gate at Polk,Davis at Jackson,37.781332,-122.418603,34
San Antonio Caltrain Station,Palo Alto Caltrain Station,37.40694,-122.106758,34
SJSU - San Salvador at 9th,Japantown,37.333955,-121.877349,34
Washington at Kearney,Howard at 2nd,37.795425,-122.404767,33
St James Park,Santa Clara County Civic Center,37.339301,-121.889937,33
Post at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),37.788975,-122.403452,33
Steuart at Market,Washington at Kearney,37.794139,-122.394434,33
Adobe on Almaden,Japantown,37.331415,-121.8932,32
Davis at Jackson,San Francisco City Hall,37.79728,-122.398436,32
Middlefield Light Rail Station,Mountain View Caltrain Station,37.395337,-122.052476,32
Broadway St at Battery St,San Francisco City Hall,37.798541,-122.400862,32
Post at Kearney,Embarcadero at Folsom,37.788975,-122.403452,32
Commercial at Montgomery,Washington at Kearney,37.794231,-122.402923,31
Arena Green / SAP Center,MLK Library,37.332692,-121.900084,31
Ryland Park,San Jose City Hall,37.342725,-121.895617,30
Santa Clara County Civic Center,San Jose Diridon Caltrain Station,37.352601,-121.905733,30
5th at Howard,Washington at Kearney,37.781752,-122.405127,30
San Jose Civic Center,St James Park,37.330698,-121.888979,30
Post at Kearney,Embarcadero at Vallejo,37.788975,-122.403452,30
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearney,37.784878,-122.401014,30
Evelyn Park and Ride,Castro Street and El Camino Real,37.395337,-122.052476,30
San Francisco Caltrain (Townsend at 4th),Washington at Kearney,37.776617,-122.39526,29
Embarcadero at Bryant,Post at Kearney,37.787152,-122.388013,29
SJSU - San Salvador at 9th,Santa Clara at Almaden,37.333955,-121.877349,29
Washington at Kearney,Embarcadero at Vallejo,37.795425,-122.404767,29
Commercial at Montgomery,Washington at Kearny,37.794231,-122.402923,29
San Francisco City Hall,Embarcadero at Vallejo,37.77865,-122.418235,29
SJSU 4th at San Carlos,Arena Green / SAP Center,37.332808,-121.883891,28
Park at Olive,San Antonio Shopping Center,37.4256839,-122.1377775,28
San Francisco City Hall,Broadway St at Battery St,37.77865,-122.418235,28
Washington at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),37.795425,-122.404767,28
Ryland Park,Santa Clara at Almaden,37.342725,-121.895617,27
Civic Center BART (7th at Market),Washington at Kearney,37.781039,-122.411748,27
Santa Clara at Almaden,Ryland Park,37.333988,-121.894902,27
MLK Library,Arena Green / SAP Center,37.335885,-121.88566,27
Post at Kearney,Embarcadero at Bryant,37.788975,-122.403452,27
2nd at Townsend,Washington at Kearney,37.780526,-122.390288,27
Post at Kearney,Mechanics Plaza (Market at Battery),37.788975,-122.403452,27
St James Park,Santa Clara at Almaden,37.339301,-121.889937,26
Embarcadero at Folsom,Post at Kearney,37.791464,-122.391034,26
Howard at 2nd,Washington at Kearney,37.786978,-122.398108,25
Embarcadero at Bryant,San Francisco City Hall,37.787152,-122.388013,25
Clay at Battery,Washington at Kearney,37.795001,-122.39997,25
Post at Kearney,Market at Sansome,37.788975,-122.403452,25
SJSU 4th at San Carlos,Ryland Park,37.332808,-121.883891,24
Washington at Kearney,2nd at South Park,37.795425,-122.404767,24
Mountain View City Hall,Charleston Park/ North Bayshore Area,37.389218,-122.081896,24
Castro Street and El Camino Real,Evelyn Park and Ride,37.385956,-122.083678,24
Ryland Park,San Salvador at 1st,37.342725,-121.895617,24
Park at Olive,Rengstorff Avenue / California Street,37.4256839,-122.1377775,24
Santa Clara at Almaden,St James Park,37.333988,-121.894902,24
Washington at Kearney,Davis at Jackson,37.795425,-122.404767,24
Mountain View Caltrain Station,Park at Olive,37.394358,-122.076713,23
San Jose City Hall,Ryland Park,37.337391,-121.886995,23
Franklin at Maple,Redwood City Public Library,37.481758,-122.226904,23
Park at Olive,Mountain View Caltrain Station,37.4256839,-122.1377775,23
Washington at Kearney,Spear at Folsom,37.795425,-122.404767,23
San Mateo County Center,Broadway at Main,37.487616,-122.229951,23
San Salvador at 1st,Ryland Park,37.330165,-121.885831,22
Santa Clara County Civic Center,San Jose Civic Center,37.352601,-121.905733,22
Palo Alto Caltrain Station,Mountain View Caltrain Station,37.443988,-122.164759,22
Stanford in Redwood City,Redwood City Public Library,37.48537,-122.203288,22
San Francisco City Hall,Embarcadero at Bryant,37.77865,-122.418235,22
Embarcadero at Folsom,San Francisco City Hall,37.791464,-122.391034,22
Redwood City Public Library,Franklin at Maple,37.484219,-122.227424,22
Powell Street BART,5th St at Folsom St,37.783871,-122.408433,21
San Jose Civic Center,Santa Clara County Civic Center,37.330698,-121.888979,21
University and Emerson,San Antonio Caltrain Station,37.444521,-122.163093,21
Charleston Park/ North Bayshore Area,San Antonio Caltrain Station,37.420909,-122.080623,21
Redwood City Medical Center,Redwood City Medical Center,37.487682,-122.223492,21
Davis at Jackson,Washington at Kearney,37.79728,-122.398436,20
Rengstorff Avenue / California Street,California Ave Caltrain Station,37.420909,-122.080623,20
5th St at Folsom St,Market at 4th,37.780148,-122.403158,20
Market at 4th,5th St at Folsom St,37.786305,-122.404966,20
San Mateo County Center,Stanford in Redwood City,37.487616,-122.229951,20
San Francisco City Hall,Embarcadero at Folsom,37.77865,-122.418235,20
San Antonio Caltrain Station,University and Emerson,37.40694,-122.106758,20
California Ave Caltrain Station,San Antonio Shopping Center,37.429082,-122.142805,20
Santa Clara County Civic Center,St James Park,37.352601,-121.905733,19
Broadway at Main,San Mateo County Center,37.48537,-122.203288,19
Washington at Kearney,5th at Howard,37.795425,-122.404767,19
San Antonio Shopping Center,Park at Olive,37.400443,-122.108338,19
Castro Street and El Camino Real,Charleston Park/ North Bayshore Area,37.385956,-122.083678,19
Arena Green / SAP Center,SJSU - San Salvador at 9th,37.332692,-121.900084,19
Washington at Kearney,Civic Center BART (7th at Market),37.795425,-122.404767,18
5th St at Folsom St,San Francisco Caltrain 2 (330 Townsend),37.780148,-122.403158,18
San Jose City Hall,Santa Clara County Civic Center,37.337391,-121.886995,18
San Francisco Caltrain (Townsend at 4th),5th St at Folsom St,37.776617,-122.39526,18
Washington at Kearney,Townsend at 7th,37.795425,-122.404767,18
San Antonio Caltrain Station,Castro Street and El Camino Real,37.40694,-122.106758,18
S. Market St at Park Ave,San Jose Diridon Caltrain Station,37.332398,-121.890429,18
S. Market St at Park Ave,San Pedro Square,37.332398,-121.890429,18
Santa Clara County Civic Center,MLK Library,37.352601,-121.905733,17
San Pedro Square,S. Market St at Park Ave,37.336721,-121.894074,17
Washington at Kearney,Clay at Battery,37.795425,-122.404767,17
SJSU - San Salvador at 9th,Arena Green / SAP Center,37.333955,-121.877349,17
Charleston Park/ North Bayshore Area,Mountain View City Hall,37.420909,-122.080623,17
Townsend at 7th,Washington at Kearney,37.771058,-122.402717,17
MLK Library,Santa Clara County Civic Center,37.335885,-121.88566,17
Middlefield Light Rail Station,Middlefield Light Rail Station,37.395337,-122.052476,17
5th St at Folsom St,Golden Gate at Polk,37.780148,-122.403158,17
Rengstorff Avenue / California Street,Castro Street and El Camino Real,37.420909,-122.080623,17
San Antonio Shopping Center,Charleston Park/ North Bayshore Area,37.400443,-122.108338,16
Embarcadero at Vallejo,Washington at Kearney,37.799953,-122.398525,16
Castro Street and El Camino Real,San Antonio Caltrain Station,37.385956,-122.083678,16
Castro Street and El Camino Real,Rengstorff Avenue / California Street,37.385956,-122.083678,16
Redwood City Public Library,Stanford in Redwood City,37.484219,-122.227424,16
Mountain View City Hall,Park at Olive,37.389218,-122.081896,16
Washington at Kearney,South Van Ness at Market,37.795425,-122.404767,16
Broadway at Main,Broadway at Main,37.48537,-122.203288,16
Santa Clara County Civic Center,San Jose City Hall,37.352601,-121.905733,16
Washington at Kearney,2nd at Townsend,37.795425,-122.404767,16
San Francisco Caltrain 2 (330 Townsend),5th St at Folsom St,37.7766,-122.39547,16
Market at Sansome,Post at Kearney,37.789625,-122.400811,15
Rengstorff Avenue / California Street,Park at Olive,37.420909,-122.080623,15
Washington at Kearney,San Francisco City Hall,37.795425,-122.404767,15
5th St at Folsom St,2nd at Townsend,37.780148,-122.403158,15
Mezes Park,Redwood City Public Library,37.491269,-122.236234,14
Washington at Kearney,Golden Gate at Polk,37.795425,-122.404767,14
S. Market St at Park Ave,S. Market St at Park Ave,37.332398,-121.890429,14
5th St at Folsom St,Powell Street BART,37.780148,-122.403158,14
Mechanics Plaza (Market at Battery),5th St at Folsom St,37.7913,-122.399051,14
Palo Alto Caltrain Station,San Antonio Shopping Center,37.443988,-122.164759,13
Palo Alto Caltrain Station,Redwood City Caltrain Station,37.443988,-122.164759,13
Washington at Kearney,Commercial at Montgomery,37.795425,-122.404767,13
Santa Clara at Almaden,Santa Clara County Civic Center,37.333988,-121.894902,13
Charleston Park/ North Bayshore Area,San Antonio Shopping Center,37.420909,-122.080623,13
Golden Gate at Polk,5th St at Folsom St,37.781332,-122.418603,13
Redwood City Caltrain Station,Broadway at Main,37.486078,-122.232089,13
Adobe on Almaden,Santa Clara County Civic Center,37.331415,-121.8932,12
Ryland Park,S. Market St at Park Ave,37.342725,-121.895617,12
Mezes Park,San Mateo County Center,37.491269,-122.236234,12
Santa Clara County Civic Center,SJSU - San Salvador at 9th,37.352601,-121.905733,12
San Salvador at 1st,Santa Clara County Civic Center,37.330165,-121.885831,12
California Ave Caltrain Station,Mountain View Caltrain Station,37.429082,-122.142805,12
Rengstorff Avenue / California Street,University and Emerson,37.420909,-122.080623,12
Franklin at Maple,Broadway at Main,37.481758,-122.226904,12
San Jose City Hall,S. Market St at Park Ave,37.337391,-121.886995,12
Redwood City Medical Center,Redwood City Public Library,37.487682,-122.223492,11
Kaiser Hospital,San Mateo County Center,37.487682,-122.223492,11
Washington at Kearney,2nd at Folsom,37.795425,-122.404767,11
California Ave Caltrain Station,Rengstorff Avenue / California Street,37.429082,-122.142805,11
Mountain View Caltrain Station,Palo Alto Caltrain Station,37.394358,-122.076713,11
Broadway at Main,Redwood City Caltrain Station,37.48537,-122.203288,11
Japantown,San Jose Government Center,37.348742,-121.894715,11
Franklin at Maple,University and Emerson,37.481758,-122.226904,11
SJSU - San Salvador at 9th,Santa Clara County Civic Center,37.333955,-121.877349,11
University and Emerson,Mountain View Caltrain Station,37.444521,-122.163093,10
Cowper at University,San Antonio Caltrain Station,37.448598,-122.159504,10
Charleston Park/ North Bayshore Area,University and Emerson,37.420909,-122.080623,10
Santa Clara County Civic Center,Santa Clara at Almaden,37.352601,-121.905733,10
Embarcadero at Vallejo,Post at Kearney,37.799953,-122.398525,10
Cyril Magnin St at Ellis St,San Francisco Caltrain (Townsend at 4th),37.785908,-122.408891,10
Cyril Magnin St at Ellis St,Cyril Magnin St at Ellis St,37.785908,-122.408891,10
Santa Clara County Civic Center,Adobe on Almaden,37.352601,-121.905733,10
Santa Clara County Civic Center,Paseo de San Antonio,37.352601,-121.905733,10
San Mateo County Center,Mezes Park,37.487616,-122.229951,10
Charleston Park/ North Bayshore Area,Castro Street and El Camino Real,37.420909,-122.080623,10
Mezes,Mezes,37.491269,-122.236234,10
5th St at Folsom St,Steuart at Market,37.780148,-122.403158,10
Middlefield Light Rail Station,Charleston Park/ North Bayshore Area,37.395337,-122.052476,9
San Jose Government Center,Japantown,37.352601,-121.905733,9
Civic Center BART (7th at Market),5th St at Folsom St,37.781039,-122.411748,9
Sequoia Hospital,Redwood City Caltrain Station,37.481758,-122.226904,9
San Mateo County Center,Kaiser Hospital,37.487616,-122.229951,9
Arena Green / SAP Center,S. Market St at Park Ave,37.332692,-121.900084,9
Market at 10th,Cyril Magnin St at Ellis St,37.776619,-122.417385,9
Redwood City Medical Center,Broadway at Main,37.487682,-122.223492,9
Redwood City Caltrain Station,University and Emerson,37.486078,-122.232089,9
Stanford in Redwood City,Cowper at University,37.48537,-122.203288,9
Redwood City Caltrain Station,Sequoia Hospital,37.486078,-122.232089,9
5th St at Folsom St,Post at Kearny,37.780148,-122.403158,9
San Francisco City Hall,Washington at Kearney,37.77865,-122.418235,9
Park at Olive,Mountain View City Hall,37.4256839,-122.1377775,8
Stanford in Redwood City,5th S at E. San Salvador St,37.48537,-122.203288,8
SJSU 4th at San Carlos,Santa Clara County Civic Center,37.332808,-121.883891,8
Mountain View City Hall,California Ave Caltrain Station,37.389218,-122.081896,8
Evelyn Park and Ride,Rengstorff Avenue / California Street,37.395337,-122.052476,8
San Jose Civic Center,S. Market St at Park Ave,37.330698,-121.888979,8
San Jose Diridon Caltrain Station,S. Market St at Park Ave,37.329732,-121.901782,8
2nd at Townsend,5th St at Folsom St,37.780526,-122.390288,8
5th St at Folsom St,Mechanics Plaza (Market at Battery),37.780148,-122.403158,8
Golden Gate at Polk,Washington at Kearney,37.781332,-122.418603,8
5th St at Folsom St,Spear at Folsom,37.780148,-122.403158,8
California Ave Caltrain Station,Mountain View City Hall,37.429082,-122.142805,8
San Antonio Caltrain Station,Evelyn Park and Ride,37.40694,-122.106758,8
Broadway at Main,Redwood City Medical Center,37.48537,-122.203288,8
5th St at Folsom St,5th at Howard,37.780148,-122.403158,8
Mountain View Caltrain Station,University and Emerson,37.394358,-122.076713,8
Redwood City Public Library,Mezes Park,37.484219,-122.227424,8
Cyril Magnin St at Ellis St,Townsend at 7th,37.785908,-122.408891,7
Mountain View Caltrain Station,California Ave Caltrain Station,37.394358,-122.076713,7
5th S at E. San Salvador St,5th S at E. San Salvador St,37.331957,-121.88163,7
California Ave Caltrain Station,Charleston Park/ North Bayshore Area,37.429082,-122.142805,7
Broadway at Main,Franklin at Maple,37.48537,-122.203288,7
California Ave Caltrain Station,Stanford in Redwood City,37.429082,-122.142805,6
S. Market St at Park Ave,Arena Green / SAP Center,37.332398,-121.890429,6
Japantown,S. Market St at Park Ave,37.348742,-121.894715,6
Redwood City Public Library,Cowper at University,37.484219,-122.227424,6
San Francisco Caltrain (Townsend at 4th),Cyril Magnin St at Ellis St,37.776617,-122.39526,6
Ryland Park,SJSU - San Salvador at 9th,37.342725,-121.895617,6
Palo Alto Caltrain Station,Rengstorff Avenue / California Street,37.443988,-122.164759,6
Embarcadero at Sansome,Cyril Magnin St at Ellis St,37.80477,-122.403234,6
Kaiser Hospital,Kaiser Hospital,37.487682,-122.223492,6
Redwood City Public Library,Mezes,37.484219,-122.227424,6
University and Emerson,Rengstorff Avenue / California Street,37.444521,-122.163093,6
Evelyn Park and Ride,San Antonio Caltrain Station,37.395337,-122.052476,6
San Mateo County Center,Franklin at Maple,37.487616,-122.229951,6
Palo Alto Caltrain Station,Charleston Park/ North Bayshore Area,37.443988,-122.164759,6
Franklin at Maple,San Mateo County Center,37.481758,-122.226904,6
Stanford in Redwood City,University and Emerson,37.48537,-122.203288,6
San Antonio Shopping Center,Palo Alto Caltrain Station,37.400443,-122.108338,6
Cyril Magnin St at Ellis St,Harry Bridges Plaza (Ferry Building),37.785908,-122.408891,5
San Francisco Caltrain 2 (330 Townsend),Cyril Magnin St at Ellis St,37.7766,-122.39547,5
5th St at Folsom St,South Van Ness at Market,37.780148,-122.403158,5
Mountain View City Hall,Middlefield Light Rail Station,37.389218,-122.081896,5
Redwood City Public Library,Redwood City Medical Center,37.484219,-122.227424,5
Middlefield Light Rail Station,Mountain View City Hall,37.395337,-122.052476,5
Park at Olive,Castro Street and El Camino Real,37.4256839,-122.1377775,5
University and Emerson,Charleston Park/ North Bayshore Area,37.444521,-122.163093,5
Paseo de San Antonio,Santa Clara County Civic Center,37.333798,-121.886943,5
Franklin at Maple,Stanford in Redwood City,37.481758,-122.226904,5
Rengstorff Avenue / California Street,Evelyn Park and Ride,37.420909,-122.080623,5
Cyril Magnin St at Ellis St,Market at 10th,37.785908,-122.408891,5
Mezes Park,Redwood City Medical Center,37.491269,-122.236234,4
Arena Green / SAP Center,San Jose Government Center,37.332692,-121.900084,4
University and Emerson,Castro Street and El Camino Real,37.444521,-122.163093,4
5th St at Folsom St,San Francisco Caltrain (Townsend at 4th),37.780148,-122.403158,4
San Jose Civic Center,Mountain View Caltrain Station,37.330698,-121.888979,4
Redwood City Caltrain Station,San Francisco Caltrain (Townsend at 4th),37.486078,-122.232089,4
Castro Street and El Camino Real,Park at Olive,37.385956,-122.083678,4
Franklin at Maple,Mezes Park,37.481758,-122.226904,4
Washington at Kearny,Cyril Magnin St at Ellis St,37.795425,-122.404767,4
Charleston Park/ North Bayshore Area,Park at Olive,37.420909,-122.080623,4
Redwood City Public Library,Kaiser Hospital,37.484219,-122.227424,4
Santa Clara County Civic Center,San Salvador at 1st,37.352601,-121.905733,4
Palo Alto Caltrain Station,Redwood City Public Library,37.443988,-122.164759,4
Mountain View City Hall,Palo Alto Caltrain Station,37.389218,-122.081896,4
S. Market St at Park Ave,Redwood City Caltrain Station,37.332398,-121.890429,4
Evelyn Park and Ride,San Antonio Shopping Center,37.395337,-122.052476,4
5th St at Folsom St,Civic Center BART (7th at Market),37.780148,-122.403158,4
Redwood City Medical Center,Franklin at Maple,37.487682,-122.223492,4
Washington at Kearney,Broadway St at Battery St,37.795425,-122.404767,4
Powell Street BART,Cyril Magnin St at Ellis St,37.783871,-122.408433,4
5th St at Folsom St,Townsend at 7th,37.780148,-122.403158,4
Cyril Magnin St at Ellis St,Golden Gate at Polk,37.785908,-122.408891,4
Cowper at University,Mountain View Caltrain Station,37.448598,-122.159504,4
San Francisco City Hall,5th St at Folsom St,37.77865,-122.418235,4
S. Market St at Park Ave,San Jose City Hall,37.332398,-121.890429,4
Santa Clara County Civic Center,SJSU 4th at San Carlos,37.352601,-121.905733,4
University and Emerson,Stanford in Redwood City,37.444521,-122.163093,4
Redwood City Caltrain Station,Park at Olive,37.486078,-122.232089,4
Sequoia Hospital,Sequoia Hospital,37.481758,-122.226904,4
University and Emerson,Franklin at Maple,37.444521,-122.163093,3
San Jose Government Center,San Jose City Hall,37.352601,-121.905733,3
Cyril Magnin St at Ellis St,Embarcadero at Sansome,37.785908,-122.408891,3
Cowper at University,Redwood City Public Library,37.448598,-122.159504,3
Cyril Magnin St at Ellis St,Embarcadero at Vallejo,37.785908,-122.408891,3
5th St at Folsom St,Harry Bridges Plaza (Ferry Building),37.780148,-122.403158,3
Broadway at Main,Redwood City Public Library,37.48537,-122.203288,3
Cowper at University,Broadway at Main,37.448598,-122.159504,3
San Salvador at 1st,San Antonio Shopping Center,37.330165,-121.885831,3
MLK Library,S. Market St at Park Ave,37.335885,-121.88566,3
Powell at Post (Union Square),5th St at Folsom St,37.788446,-122.408499,3
San Jose Government Center,St James Park,37.352601,-121.905733,3
S. Market St at Park Ave,MLK Library,37.332398,-121.890429,3
Cowper at University,Rengstorff Avenue / California Street,37.448598,-122.159504,3
S. Market St at Park Ave,SJSU - San Salvador at 9th,37.332398,-121.890429,3
Mountain View Caltrain Station,Cowper at University,37.394358,-122.076713,3
San Antonio Caltrain Station,Cowper at University,37.40694,-122.106758,3
Cowper at University,Stanford in Redwood City,37.448598,-122.159504,3
Franklin at Maple,Redwood City Medical Center,37.481758,-122.226904,3
S. Market St at Park Ave,San Jose Civic Center,37.332398,-121.890429,3
Charleston Park/ North Bayshore Area,Palo Alto Caltrain Station,37.420909,-122.080623,3
University and Emerson,Redwood City Public Library,37.444521,-122.163093,3
Townsend at 7th,5th St at Folsom St,37.771058,-122.402717,3
Embarcadero at Vallejo,Cyril Magnin St at Ellis St,37.799953,-122.398525,3
Redwood City Caltrain Station,S. Market St at Park Ave,37.486078,-122.232089,3
5th St at Folsom St,Beale at Market,37.780148,-122.403158,3
Franklin at Maple,Palo Alto Caltrain Station,37.481758,-122.226904,3
Redwood City Public Library,Broadway at Main,37.484219,-122.227424,3
Stanford in Redwood City,Kaiser Hospital,37.48537,-122.203288,3
University and Emerson,Redwood City Caltrain Station,37.444521,-122.163093,3
Steuart at Market,5th St at Folsom St,37.794139,-122.394434,3
5th St at Folsom St,2nd at Folsom,37.780148,-122.403158,3
Post at Kearney,Broadway St at Battery St,37.788975,-122.403452,3
Charleston Park/ North Bayshore Area,California Ave Caltrain Station,37.420909,-122.080623,3
Mezes,Redwood City Public Library,37.491269,-122.236234,3
Kaiser Hospital,Redwood City Public Library,37.487682,-122.223492,3
Steuart at Market,Redwood City Caltrain Station,37.794139,-122.394434,3
Beale at Market,5th St at Folsom St,37.792251,-122.397086,3
University and Emerson,Mountain View City Hall,37.444521,-122.163093,3
University and Emerson,San Francisco Caltrain (Townsend at 4th),37.444521,-122.163093,3
Mountain View City Hall,Santa Clara County Civic Center,37.389218,-122.081896,3
San Jose Diridon Caltrain Station,Mountain View Caltrain Station,37.329732,-121.901782,3
Castro Street and El Camino Real,Middlefield Light Rail Station,37.385956,-122.083678,3
San Jose Government Center,San Pedro Square,37.352601,-121.905733,3
SJSU - San Salvador at 9th,Ryland Park,37.333955,-121.877349,3
SJSU - San Salvador at 9th,S. Market St at Park Ave,37.333955,-121.877349,3
Powell at Post (Union Square),Cyril Magnin St at Ellis St,37.788446,-122.408499,2
Cowper at University,Charleston Park/ North Bayshore Area,37.448598,-122.159504,2
San Antonio Caltrain Station,Stanford in Redwood City,37.40694,-122.106758,2
Castro Street and El Camino Real,Howard at 2nd,37.385956,-122.083678,2
S. Market St at Park Ave,St James Park,37.332398,-121.890429,2
5th S at E. San Salvador St,San Pedro Square,37.331957,-121.88163,2
5th St at Folsom St,5th St at Folsom St,37.780148,-122.403158,2
Cyril Magnin St at Ellis St,Civic Center BART (7th at Market),37.785908,-122.408891,2
5th S at E. San Salvador St,S. Market St at Park Ave,37.331957,-121.88163,2
5th S at E. San Salvador St,Santa Clara at Almaden,37.331957,-121.88163,2
San Mateo County Center,Mezes,37.487616,-122.229951,2
South Van Ness at Market,5th St at Folsom St,37.774814,-122.418954,2
Harry Bridges Plaza (Ferry Building),Cyril Magnin St at Ellis St,37.795392,-122.394203,2
Cyril Magnin St at Ellis St,Market at 4th,37.785908,-122.408891,2
San Jose Government Center,SJSU - San Salvador at 9th,37.352601,-121.905733,2
Redwood City Medical Center,Stanford in Redwood City,37.487682,-122.223492,2
Cyril Magnin St at Ellis St,Steuart at Market,37.785908,-122.408891,2
San Mateo County Center,Cowper at University,37.487616,-122.229951,2
University and Emerson,San Mateo County Center,37.444521,-122.163093,2
Stanford in Redwood City,Redwood City Medical Center,37.48537,-122.203288,2
San Antonio Caltrain Station,Market at 10th,37.40694,-122.106758,2
Yerba Buena Center of the Arts (3rd @ Howard),5th St at Folsom St,37.784878,-122.401014,2
Cyril Magnin St at Ellis St,San Francisco Caltrain 2 (330 Townsend),37.785908,-122.408891,2
Cowper at University,Evelyn Park and Ride,37.448598,-122.159504,2
San Pedro Square,San Jose Government Center,37.336721,-121.894074,2
5th St at Folsom St,Market at 10th,37.780148,-122.403158,2
Commercial at Montgomery,Cyril Magnin St at Ellis St,37.794231,-122.402923,2
