
start_station_name,end_station_name,latitude,longitude,total_trips
South Van Ness at Market,Harry Bridges Plaza (Ferry Building),37.774814,-122.418954,346
Commercial at Montgomery,2nd at South Park,37.794231,-122.402923,346
California Ave Caltrain Station,Palo Alto Caltrain Station,37.429082,-122.142805,345
2nd at South Park,Washington at Kearny,37.782259,-122.392738,344
Broadway St at Battery St,Powell at Post (Union Square),37.798541,-122.400862,344
Embarcadero at Folsom,Grant Avenue at Columbus Avenue,37.791464,-122.391034,343
South Van Ness at Market,2nd at South Park,37.774814,-122.418954,343
Davis at Jackson,Broadway St at Battery St,37.79728,-122.398436,342
Washington at Kearny,Harry Bridges Plaza (Ferry Building),37.795425,-122.404767,341
Beale at Market,Beale at Market,37.792251,-122.397086,341
Post at Kearny,Howard at 2nd,37.788975,-122.403452,340
Steuart at Market,Powell at Post (Union Square),37.794139,-122.394434,339
Powell at Post (Union Square),Commercial at Montgomery,37.788446,-122.408499,339
Clay at Battery,Mechanics Plaza (Market at Battery),37.795001,-122.39997,338
Market at Sansome,Embarcadero at Vallejo,37.789625,-122.400811,337
Davis at Jackson,Mechanics Plaza (Market at Battery),37.79728,-122.398436,335
Howard at 2nd,Powell at Post (Union Square),37.786978,-122.398108,334
California Ave Caltrain Station,University and Emerson,37.429082,-122.142805,333
Commercial at Montgomery,Broadway St at Battery St,37.794231,-122.402923,330
Howard at 2nd,Howard at 2nd,37.786978,-122.398108,329
Golden Gate at Polk,Beale at Market,37.781332,-122.418603,328
Golden Gate at Polk,Embarcadero at Sansome,37.781332,-122.418603,325
Howard at 2nd,Yerba Buena Center of the Arts (3rd @ Howard),37.786978,-122.398108,325
Market at 10th,South Van Ness at Market,37.776619,-122.417385,325
Powell at Post (Union Square),2nd at Folsom,37.788446,-122.408499,325
Post at Kearny,Commercial at Montgomery,37.788975,-122.403452,324
2nd at Townsend,Grant Avenue at Columbus Avenue,37.780526,-122.390288,324
Davis at Jackson,Embarcadero at Folsom,37.79728,-122.398436,323
Steuart at Market,Market at 10th,37.794139,-122.394434,323
Market at 4th,Embarcadero at Vallejo,37.786305,-122.404966,323
Steuart at Market,Temporary Transbay Terminal (Howard at Beale),37.794139,-122.394434,322
Commercial at Montgomery,Howard at 2nd,37.794231,-122.402923,322
Yerba Buena Center of the Arts (3rd @ Howard),Grant Avenue at Columbus Avenue,37.784878,-122.401014,321
Spear at Folsom,2nd at Folsom,37.790302,-122.390637,321
Market at Sansome,Golden Gate at Polk,37.789625,-122.400811,319
South Van Ness at Market,Spear at Folsom,37.774814,-122.418954,318
Grant Avenue at Columbus Avenue,Civic Center BART (7th at Market),37.7979,-122.405942,318
Embarcadero at Vallejo,Market at 4th,37.799953,-122.398525,316
Davis at Jackson,Embarcadero at Bryant,37.79728,-122.398436,316
Embarcadero at Sansome,Market at 10th,37.80477,-122.403234,315
Harry Bridges Plaza (Ferry Building),Embarcadero at Folsom,37.795392,-122.394203,315
Embarcadero at Sansome,Post at Kearny,37.80477,-122.403234,315
Market at 4th,San Francisco City Hall,37.786305,-122.404966,315
Washington at Kearny,Washington at Kearny,37.795425,-122.404767,314
Washington at Kearny,Market at 4th,37.795425,-122.404767,314
Broadway St at Battery St,Broadway St at Battery St,37.798541,-122.400862,314
Temporary Transbay Terminal (Howard at Beale),Post at Kearny,37.789756,-122.394643,313
Post at Kearny,Temporary Transbay Terminal (Howard at Beale),37.788975,-122.403452,313
Embarcadero at Folsom,Davis at Jackson,37.791464,-122.391034,313
California Ave Caltrain Station,California Ave Caltrain Station,37.429082,-122.142805,312
2nd at South Park,Clay at Battery,37.782259,-122.392738,312
Beale at Market,Market at Sansome,37.792251,-122.397086,309
Powell Street BART,Grant Avenue at Columbus Avenue,37.783871,-122.408433,307
South Van Ness at Market,Golden Gate at Polk,37.774814,-122.418954,307
Mechanics Plaza (Market at Battery),2nd at South Park,37.7913,-122.399051,306
St James Park,San Pedro Square,37.339301,-121.889937,305
Yerba Buena Center of the Arts (3rd @ Howard),Temporary Transbay Terminal (Howard at Beale),37.784878,-122.401014,305
2nd at Folsom,Embarcadero at Bryant,37.785299,-122.396236,304
Washington at Kearny,Mechanics Plaza (Market at Battery),37.795425,-122.404767,304
Beale at Market,Powell at Post (Union Square),37.792251,-122.397086,304
Arena Green / SAP Center,Arena Green / SAP Center,37.332692,-121.900084,303
Paseo de San Antonio,SJSU - San Salvador at 9th,37.333798,-121.886943,303
Powell at Post (Union Square),South Van Ness at Market,37.788446,-122.408499,300
Rengstorff Avenue / California Street,San Antonio Caltrain Station,37.420909,-122.080623,299
San Francisco City Hall,South Van Ness at Market,37.77865,-122.418235,299
Howard at 2nd,Embarcadero at Bryant,37.786978,-122.398108,299
Commercial at Montgomery,Commercial at Montgomery,37.794231,-122.402923,298
SJSU 4th at San Carlos,Santa Clara at Almaden,37.332808,-121.883891,298
2nd at Folsom,Washington at Kearny,37.785299,-122.396236,297
Clay at Battery,Spear at Folsom,37.795001,-122.39997,296
Grant Avenue at Columbus Avenue,Howard at 2nd,37.7979,-122.405942,295
Spear at Folsom,Market at 10th,37.790302,-122.390637,295
Santa Clara at Almaden,Santa Clara at Almaden,37.333988,-121.894902,294
Market at 10th,Spear at Folsom,37.776619,-122.417385,294
Mechanics Plaza (Market at Battery),5th at Howard,37.7913,-122.399051,294
Clay at Battery,Howard at 2nd,37.795001,-122.39997,293
2nd at South Park,Commercial at Montgomery,37.782259,-122.392738,293
San Antonio Caltrain Station,Rengstorff Avenue / California Street,37.40694,-122.106758,292
Embarcadero at Bryant,Davis at Jackson,37.787152,-122.388013,292
Clay at Battery,Embarcadero at Bryant,37.795001,-122.39997,290
Davis at Jackson,Steuart at Market,37.79728,-122.398436,288
Grant Avenue at Columbus Avenue,Yerba Buena Center of the Arts (3rd @ Howard),37.7979,-122.405942,288
Post at Kearny,South Van Ness at Market,37.788975,-122.403452,288
Civic Center BART (7th at Market),2nd at South Park,37.781039,-122.411748,288
Spear at Folsom,Market at Sansome,37.790302,-122.390637,288
Commercial at Montgomery,Post at Kearny,37.794231,-122.402923,288
Beale at Market,Embarcadero at Folsom,37.792251,-122.397086,288
Washington at Kearny,Temporary Transbay Terminal (Howard at Beale),37.795425,-122.404767,286
Civic Center BART (7th at Market),Grant Avenue at Columbus Avenue,37.781039,-122.411748,286
2nd at Folsom,2nd at Folsom,37.785299,-122.396236,285
2nd at South Park,Beale at Market,37.782259,-122.392738,285
2nd at Folsom,Beale at Market,37.785299,-122.396236,285
San Pedro Square,St James Park,37.336721,-121.894074,285
Powell at Post (Union Square),Market at 4th,37.788446,-122.408499,284
2nd at Folsom,Embarcadero at Sansome,37.785299,-122.396236,284
Japantown,Japantown,37.348742,-121.894715,284
Davis at Jackson,Grant Avenue at Columbus Avenue,37.79728,-122.398436,284
Harry Bridges Plaza (Ferry Building),Washington at Kearny,37.795392,-122.394203,284
San Jose Diridon Caltrain Station,SJSU 4th at San Carlos,37.329732,-121.901782,283
Washington at Kearny,Beale at Market,37.795425,-122.404767,283
Yerba Buena Center of the Arts (3rd @ Howard),Spear at Folsom,37.784878,-122.401014,282
South Van Ness at Market,Howard at 2nd,37.774814,-122.418954,282
Civic Center BART (7th at Market),Powell at Post (Union Square),37.781039,-122.411748,281
Powell Street BART,Commercial at Montgomery,37.783871,-122.408433,281
Golden Gate at Polk,Golden Gate at Polk,37.781332,-122.418603,280
Washington at Kearny,San Francisco Caltrain (Townsend at 4th),37.795425,-122.404767,280
Embarcadero at Folsom,Market at 4th,37.791464,-122.391034,280
Market at Sansome,Powell at Post (Union Square),37.789625,-122.400811,280
Market at 10th,Commercial at Montgomery,37.776619,-122.417385,279
Post at Kearny,2nd at Townsend,37.788975,-122.403452,278
Market at 4th,Golden Gate at Polk,37.786305,-122.404966,278
San Pedro Square,San Pedro Square,37.336721,-121.894074,278
Mechanics Plaza (Market at Battery),Washington at Kearny,37.7913,-122.399051,278
2nd at Townsend,Powell Street BART,37.780526,-122.390288,278
Mezes Park,Redwood City Caltrain Station,37.491269,-122.236234,277
Steuart at Market,Civic Center BART (7th at Market),37.794139,-122.394434,277
2nd at South Park,Grant Avenue at Columbus Avenue,37.782259,-122.392738,276
Mountain View Caltrain Station,San Antonio Shopping Center,37.394358,-122.076713,276
Embarcadero at Bryant,Howard at 2nd,37.787152,-122.388013,274
Davis at Jackson,Embarcadero at Vallejo,37.79728,-122.398436,273
Spear at Folsom,Broadway St at Battery St,37.790302,-122.390637,273
Paseo de San Antonio,Japantown,37.333798,-121.886943,273
Howard at 2nd,Temporary Transbay Terminal (Howard at Beale),37.786978,-122.398108,272
Howard at 2nd,Spear at Folsom,37.786978,-122.398108,272
Post at Kearny,Davis at Jackson,37.788975,-122.403452,271
Post at Kearny,Mechanics Plaza (Market at Battery),37.788975,-122.403452,271
Clay at Battery,Powell at Post (Union Square),37.795001,-122.39997,271
Steuart at Market,Post at Kearny,37.794139,-122.394434,270
2nd at Folsom,Grant Avenue at Columbus Avenue,37.785299,-122.396236,268
Spear at Folsom,Embarcadero at Vallejo,37.790302,-122.390637,268
Spear at Folsom,Clay at Battery,37.790302,-122.390637,268
San Francisco Caltrain (Townsend at 4th),San Francisco City Hall,37.776617,-122.39526,268
Grant Avenue at Columbus Avenue,2nd at Folsom,37.7979,-122.405942,268
2nd at Folsom,Powell at Post (Union Square),37.785299,-122.396236,267
Temporary Transbay Terminal (Howard at Beale),Washington at Kearny,37.789756,-122.394643,267
Post at Kearny,Powell Street BART,37.788975,-122.403452,266
Civic Center BART (7th at Market),Washington at Kearny,37.781039,-122.411748,265
Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,37.799953,-122.398525,264
Market at 10th,Davis at Jackson,37.776619,-122.417385,263
2nd at Folsom,Civic Center BART (7th at Market),37.785299,-122.396236,263
Washington at Kearny,2nd at South Park,37.795425,-122.404767,263
Civic Center BART (7th at Market),Clay at Battery,37.781039,-122.411748,262
San Jose City Hall,San Jose City Hall,37.337391,-121.886995,261
Harry Bridges Plaza (Ferry Building),South Van Ness at Market,37.795392,-122.394203,261
Embarcadero at Sansome,Townsend at 7th,37.80477,-122.403234,259
Yerba Buena Center of the Arts (3rd @ Howard),Civic Center BART (7th at Market),37.784878,-122.401014,258
University and Emerson,California Ave Caltrain Station,37.444521,-122.163093,258
Commercial at Montgomery,Market at 10th,37.794231,-122.402923,258
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,37.329732,-121.901782,258
Post at Kearny,Broadway St at Battery St,37.788975,-122.403452,257
South Van Ness at Market,Commercial at Montgomery,37.774814,-122.418954,255
5th at Howard,2nd at Townsend,37.781752,-122.405127,254
2nd at South Park,Embarcadero at Bryant,37.782259,-122.392738,254
Mountain View City Hall,Mountain View City Hall,37.389218,-122.081896,254
South Van Ness at Market,San Francisco City Hall,37.774814,-122.418954,253
Market at Sansome,Washington at Kearny,37.789625,-122.400811,251
Embarcadero at Sansome,2nd at South Park,37.80477,-122.403234,251
Powell at Post (Union Square),Spear at Folsom,37.788446,-122.408499,251
South Van Ness at Market,Yerba Buena Center of the Arts (3rd @ Howard),37.774814,-122.418954,250
Powell Street BART,2nd at South Park,37.783871,-122.408433,249
Powell Street BART,Powell at Post (Union Square),37.783871,-122.408433,249
Market at Sansome,San Francisco City Hall,37.789625,-122.400811,248
Powell Street BART,Post at Kearny,37.783871,-122.408433,247
Embarcadero at Bryant,Market at Sansome,37.787152,-122.388013,247
Embarcadero at Bryant,Market at 4th,37.787152,-122.388013,246
Arena Green / SAP Center,San Pedro Square,37.332692,-121.900084,246
Steuart at Market,Washington at Kearny,37.794139,-122.394434,245
Beale at Market,Townsend at 7th,37.792251,-122.397086,245
Market at 4th,Broadway St at Battery St,37.786305,-122.404966,244
Commercial at Montgomery,Embarcadero at Folsom,37.794231,-122.402923,243
Howard at 2nd,Civic Center BART (7th at Market),37.786978,-122.398108,242
Mechanics Plaza (Market at Battery),Post at Kearny,37.7913,-122.399051,241
Post at Kearny,5th at Howard,37.788975,-122.403452,241
Market at 4th,Embarcadero at Folsom,37.786305,-122.404966,240
Market at 10th,Grant Avenue at Columbus Avenue,37.776619,-122.417385,240
5th at Howard,Beale at Market,37.781752,-122.405127,239
Civic Center BART (7th at Market),Post at Kearny,37.781039,-122.411748,239
Market at 4th,Yerba Buena Center of the Arts (3rd @ Howard),37.786305,-122.404966,238
Powell at Post (Union Square),Temporary Transbay Terminal (Howard at Beale),37.788446,-122.408499,238
MLK Library,Japantown,37.335885,-121.88566,238
Powell at Post (Union Square),Clay at Battery,37.788446,-122.408499,238
San Antonio Shopping Center,Mountain View Caltrain Station,37.400443,-122.108338,237
Embarcadero at Folsom,5th at Howard,37.791464,-122.391034,237
Washington at Kearny,San Francisco Caltrain 2 (330 Townsend),37.795425,-122.404767,235
Clay at Battery,Beale at Market,37.795001,-122.39997,235
Grant Avenue at Columbus Avenue,South Van Ness at Market,37.7979,-122.405942,235
Beale at Market,Howard at 2nd,37.792251,-122.397086,234
MLK Library,MLK Library,37.335885,-121.88566,233
Spear at Folsom,Grant Avenue at Columbus Avenue,37.790302,-122.390637,233
Clay at Battery,2nd at South Park,37.795001,-122.39997,233
San Francisco City Hall,Market at 10th,37.77865,-122.418235,232
Cowper at University,Cowper at University,37.448598,-122.159504,232
Davis at Jackson,Post at Kearny,37.79728,-122.398436,231
Powell Street BART,Embarcadero at Vallejo,37.783871,-122.408433,231
Commercial at Montgomery,San Francisco City Hall,37.794231,-122.402923,230
Townsend at 7th,Beale at Market,37.771058,-122.402717,230
San Francisco City Hall,Embarcadero at Sansome,37.77865,-122.418235,229
Steuart at Market,Golden Gate at Polk,37.794139,-122.394434,229
2nd at Townsend,Market at 10th,37.780526,-122.390288,229
Beale at Market,South Van Ness at Market,37.792251,-122.397086,229
Castro Street and El Camino Real,Castro Street and El Camino Real,37.385956,-122.083678,229
Powell Street BART,Howard at 2nd,37.783871,-122.408433,228
Civic Center BART (7th at Market),Commercial at Montgomery,37.781039,-122.411748,228
Howard at 2nd,Clay at Battery,37.786978,-122.398108,228
5th at Howard,Powell at Post (Union Square),37.781752,-122.405127,228
Embarcadero at Vallejo,Mechanics Plaza (Market at Battery),37.799953,-122.398525,228
Temporary Transbay Terminal (Howard at Beale),Powell at Post (Union Square),37.789756,-122.394643,227
Mechanics Plaza (Market at Battery),Embarcadero at Vallejo,37.7913,-122.399051,227
Commercial at Montgomery,South Van Ness at Market,37.794231,-122.402923,226
Mechanics Plaza (Market at Battery),Grant Avenue at Columbus Avenue,37.7913,-122.399051,226
Yerba Buena Center of the Arts (3rd @ Howard),Powell at Post (Union Square),37.784878,-122.401014,226
Santa Clara County Civic Center,San Pedro Square,37.352601,-121.905733,225
Powell Street BART,Clay at Battery,37.783871,-122.408433,225
Redwood City Caltrain Station,Mezes Park,37.486078,-122.232089,225
Post at Kearny,Post at Kearny,37.788975,-122.403452,225
Post at Kearny,Civic Center BART (7th at Market),37.788975,-122.403452,225
2nd at South Park,Davis at Jackson,37.782259,-122.392738,224
Howard at 2nd,Post at Kearny,37.786978,-122.398108,223
Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),37.795392,-122.394203,223
Spear at Folsom,Temporary Transbay Terminal (Howard at Beale),37.790302,-122.390637,223
Paseo de San Antonio,San Salvador at 1st,37.333798,-121.886943,222
Harry Bridges Plaza (Ferry Building),Beale at Market,37.795392,-122.394203,221
Spear at Folsom,Powell Street BART,37.790302,-122.390637,221
Market at 4th,Powell at Post (Union Square),37.786305,-122.404966,219
San Pedro Square,Ryland Park,37.336721,-121.894074,219
Embarcadero at Bryant,2nd at Folsom,37.787152,-122.388013,218
Broadway St at Battery St,Spear at Folsom,37.798541,-122.400862,218
Townsend at 7th,Powell at Post (Union Square),37.771058,-122.402717,218
Redwood City Medical Center,Redwood City Caltrain Station,37.487682,-122.223492,217
Commercial at Montgomery,Steuart at Market,37.794231,-122.402923,217
5th at Howard,Mechanics Plaza (Market at Battery),37.781752,-122.405127,216
Embarcadero at Vallejo,Davis at Jackson,37.799953,-122.398525,216
Broadway St at Battery St,Embarcadero at Folsom,37.798541,-122.400862,216
San Francisco City Hall,Harry Bridges Plaza (Ferry Building),37.77865,-122.418235,215
Washington at Kearny,Post at Kearny,37.795425,-122.404767,213
Japantown,MLK Library,37.348742,-121.894715,212
Beale at Market,Civic Center BART (7th at Market),37.792251,-122.397086,212
Clay at Battery,Civic Center BART (7th at Market),37.795001,-122.39997,212
San Salvador at 1st,San Salvador at 1st,37.330165,-121.885831,212
Ryland Park,San Pedro Square,37.342725,-121.895617,211
Commercial at Montgomery,Grant Avenue at Columbus Avenue,37.794231,-122.402923,211
2nd at South Park,Civic Center BART (7th at Market),37.782259,-122.392738,211
2nd at South Park,South Van Ness at Market,37.782259,-122.392738,211
5th at Howard,Golden Gate at Polk,37.781752,-122.405127,211
Davis at Jackson,Powell Street BART,37.79728,-122.398436,210
Washington at Kearny,Market at 10th,37.795425,-122.404767,210
Embarcadero at Folsom,Commercial at Montgomery,37.791464,-122.391034,210
Mechanics Plaza (Market at Battery),Howard at 2nd,37.7913,-122.399051,209
Mechanics Plaza (Market at Battery),Yerba Buena Center of the Arts (3rd @ Howard),37.7913,-122.399051,209
Beale at Market,Yerba Buena Center of the Arts (3rd @ Howard),37.792251,-122.397086,209
Davis at Jackson,Howard at 2nd,37.79728,-122.398436,208
San Salvador at 1st,Paseo de San Antonio,37.330165,-121.885831,207
Embarcadero at Bryant,Yerba Buena Center of the Arts (3rd @ Howard),37.787152,-122.388013,207
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Bryant,37.784878,-122.401014,207
South Van Ness at Market,2nd at Townsend,37.774814,-122.418954,206
Clay at Battery,2nd at Folsom,37.795001,-122.39997,206
Embarcadero at Folsom,Broadway St at Battery St,37.791464,-122.391034,206
Embarcadero at Vallejo,Spear at Folsom,37.799953,-122.398525,206
Golden Gate at Polk,Post at Kearny,37.781332,-122.418603,206
Commercial at Montgomery,Civic Center BART (7th at Market),37.794231,-122.402923,205
Clay at Battery,Steuart at Market,37.795001,-122.39997,205
University and Emerson,Cowper at University,37.444521,-122.163093,205
Paseo de San Antonio,Paseo de San Antonio,37.333798,-121.886943,204
Townsend at 7th,Embarcadero at Sansome,37.771058,-122.402717,204
Steuart at Market,South Van Ness at Market,37.794139,-122.394434,204
Beale at Market,5th at Howard,37.792251,-122.397086,204
Howard at 2nd,Commercial at Montgomery,37.786978,-122.398108,203
Embarcadero at Vallejo,Powell Street BART,37.799953,-122.398525,202
2nd at Folsom,Post at Kearny,37.785299,-122.396236,202
Civic Center BART (7th at Market),2nd at Folsom,37.781039,-122.411748,202
Powell at Post (Union Square),Golden Gate at Polk,37.788446,-122.408499,201
Mechanics Plaza (Market at Battery),Clay at Battery,37.7913,-122.399051,200
Post at Kearny,Market at 4th,37.788975,-122.403452,200
Grant Avenue at Columbus Avenue,Embarcadero at Bryant,37.7979,-122.405942,200
Broadway St at Battery St,Civic Center BART (7th at Market),37.798541,-122.400862,200
Clay at Battery,Embarcadero at Folsom,37.795001,-122.39997,200
5th at Howard,Yerba Buena Center of the Arts (3rd @ Howard),37.781752,-122.405127,200
2nd at Folsom,Mechanics Plaza (Market at Battery),37.785299,-122.396236,200
Powell at Post (Union Square),Embarcadero at Vallejo,37.788446,-122.408499,199
Grant Avenue at Columbus Avenue,Washington at Kearny,37.7979,-122.405942,199
5th at Howard,Clay at Battery,37.781752,-122.405127,199
Clay at Battery,Embarcadero at Vallejo,37.795001,-122.39997,199
Broadway St at Battery St,Post at Kearny,37.798541,-122.400862,198
Civic Center BART (7th at Market),Howard at 2nd,37.781039,-122.411748,197
Clay at Battery,5th at Howard,37.795001,-122.39997,197
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Folsom,37.789756,-122.394643,197
Yerba Buena Center of the Arts (3rd @ Howard),Market at 4th,37.784878,-122.401014,196
2nd at Townsend,South Van Ness at Market,37.780526,-122.390288,196
Redwood City Caltrain Station,Redwood City Caltrain Station,37.486078,-122.232089,196
Townsend at 7th,Embarcadero at Vallejo,37.771058,-122.402717,195
Commercial at Montgomery,Townsend at 7th,37.794231,-122.402923,194
Civic Center BART (7th at Market),San Francisco City Hall,37.781039,-122.411748,194
Civic Center BART (7th at Market),2nd at Townsend,37.781039,-122.411748,194
San Francisco City Hall,Mechanics Plaza (Market at Battery),37.77865,-122.418235,194
Townsend at 7th,Commercial at Montgomery,37.771058,-122.402717,194
Spear at Folsom,Powell at Post (Union Square),37.790302,-122.390637,193
South Van Ness at Market,Embarcadero at Folsom,37.774814,-122.418954,192
Yerba Buena Center of the Arts (3rd @ Howard),Beale at Market,37.784878,-122.401014,192
Howard at 2nd,Grant Avenue at Columbus Avenue,37.786978,-122.398108,192
Civic Center BART (7th at Market),Yerba Buena Center of the Arts (3rd @ Howard),37.781039,-122.411748,192
Golden Gate at Polk,Embarcadero at Vallejo,37.781332,-122.418603,191
Steuart at Market,2nd at Folsom,37.794139,-122.394434,191
Japantown,San Jose City Hall,37.348742,-121.894715,191
2nd at Townsend,Civic Center BART (7th at Market),37.780526,-122.390288,190
Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),37.781332,-122.418603,190
Washington at Kearny,Powell at Post (Union Square),37.795425,-122.404767,190
South Van Ness at Market,Powell at Post (Union Square),37.774814,-122.418954,189
Beale at Market,Post at Kearny,37.792251,-122.397086,189
Davis at Jackson,2nd at South Park,37.79728,-122.398436,189
SJSU 4th at San Carlos,San Jose Diridon Caltrain Station,37.332808,-121.883891,189
Evelyn Park and Ride,Evelyn Park and Ride,37.395337,-122.052476,189
Washington at Kearny,Embarcadero at Folsom,37.795425,-122.404767,189
Mechanics Plaza (Market at Battery),Market at Sansome,37.7913,-122.399051,187
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearny,37.784878,-122.401014,187
Paseo de San Antonio,San Pedro Square,37.333798,-121.886943,187
5th at Howard,Embarcadero at Vallejo,37.781752,-122.405127,187
San Francisco City Hall,Civic Center BART (7th at Market),37.77865,-122.418235,186
Post at Kearney,Washington at Kearney,37.788975,-122.403452,186
Ryland Park,San Jose Civic Center,37.342725,-121.895617,186
Grant Avenue at Columbus Avenue,5th at Howard,37.7979,-122.405942,185
Embarcadero at Vallejo,Powell at Post (Union Square),37.799953,-122.398525,184
Japantown,Ryland Park,37.348742,-121.894715,183
Broadway St at Battery St,Commercial at Montgomery,37.798541,-122.400862,183
2nd at Townsend,Washington at Kearny,37.780526,-122.390288,182
Cowper at University,California Ave Caltrain Station,37.448598,-122.159504,180
Market at Sansome,Mechanics Plaza (Market at Battery),37.789625,-122.400811,180
Mechanics Plaza (Market at Battery),Golden Gate at Polk,37.7913,-122.399051,180
5th at Howard,Embarcadero at Folsom,37.781752,-122.405127,180
Embarcadero at Folsom,Beale at Market,37.791464,-122.391034,179
Embarcadero at Bryant,2nd at South Park,37.787152,-122.388013,178
Harry Bridges Plaza (Ferry Building),San Francisco City Hall,37.795392,-122.394203,178
Embarcadero at Vallejo,Market at Sansome,37.799953,-122.398525,178
Howard at 2nd,Embarcadero at Vallejo,37.786978,-122.398108,177
San Antonio Caltrain Station,San Antonio Caltrain Station,37.40694,-122.106758,177
San Pedro Square,Paseo de San Antonio,37.336721,-121.894074,177
Clay at Battery,Yerba Buena Center of the Arts (3rd @ Howard),37.795001,-122.39997,177
Post at Kearny,Clay at Battery,37.788975,-122.403452,177
MLK Library,SJSU - San Salvador at 9th,37.335885,-121.88566,177
Spear at Folsom,South Van Ness at Market,37.790302,-122.390637,176
Redwood City Caltrain Station,Franklin at Maple,37.486078,-122.232089,176
Golden Gate at Polk,Powell at Post (Union Square),37.781332,-122.418603,175
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Folsom,37.784878,-122.401014,175
Clay at Battery,Post at Kearny,37.795001,-122.39997,175
Beale at Market,Steuart at Market,37.792251,-122.397086,175
St James Park,Japantown,37.339301,-121.889937,174
Washington at Kearny,5th at Howard,37.795425,-122.404767,174
SJSU - San Salvador at 9th,San Salvador at 1st,37.333955,-121.877349,174
San Francisco Caltrain 2 (330 Townsend),San Francisco Caltrain (Townsend at 4th),37.7766,-122.39547,174
2nd at Folsom,Davis at Jackson,37.785299,-122.396236,174
San Francisco City Hall,Powell at Post (Union Square),37.77865,-122.418235,174
Townsend at 7th,Davis at Jackson,37.771058,-122.402717,174
Harry Bridges Plaza (Ferry Building),Golden Gate at Polk,37.795392,-122.394203,173
San Pedro Square,San Jose Civic Center,37.336721,-121.894074,173
Grant Avenue at Columbus Avenue,Broadway St at Battery St,37.7979,-122.405942,173
Steuart at Market,Harry Bridges Plaza (Ferry Building),37.794139,-122.394434,173
San Jose City Hall,Paseo de San Antonio,37.337391,-121.886995,172
Beale at Market,Golden Gate at Polk,37.792251,-122.397086,171
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearny,37.784878,-122.401014,171
San Salvador at 1st,San Pedro Square,37.330165,-121.885831,171
Powell Street BART,Spear at Folsom,37.783871,-122.408433,171
Broadway St at Battery St,Powell Street BART,37.798541,-122.400862,170
Powell at Post (Union Square),San Francisco City Hall,37.788446,-122.408499,170
Harry Bridges Plaza (Ferry Building),Steuart at Market,37.795392,-122.394203,170
Broadway St at Battery St,5th at Howard,37.798541,-122.400862,170
Embarcadero at Vallejo,Townsend at 7th,37.799953,-122.398525,169
San Jose City Hall,Japantown,37.337391,-121.886995,169
5th at Howard,Grant Avenue at Columbus Avenue,37.781752,-122.405127,169
Yerba Buena Center of the Arts (3rd @ Howard),Clay at Battery,37.784878,-122.401014,168
Ryland Park,Ryland Park,37.342725,-121.895617,168
Mountain View Caltrain Station,San Antonio Caltrain Station,37.394358,-122.076713,168
Washington at Kearny,Grant Avenue at Columbus Avenue,37.795425,-122.404767,167
Howard at 2nd,Beale at Market,37.786978,-122.398108,167
Golden Gate at Polk,Spear at Folsom,37.781332,-122.418603,167
Clay at Battery,Townsend at 7th,37.795001,-122.39997,166
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),37.783871,-122.408433,166
South Van Ness at Market,2nd at Folsom,37.774814,-122.418954,166
Steuart at Market,Commercial at Montgomery,37.794139,-122.394434,166
Post at Kearny,Beale at Market,37.788975,-122.403452,166
Post at Kearny,Embarcadero at Bryant,37.788975,-122.403452,165
Howard at 2nd,Washington at Kearny,37.786978,-122.398108,165
Powell at Post (Union Square),Embarcadero at Bryant,37.788446,-122.408499,165
San Francisco City Hall,Post at Kearny,37.77865,-122.418235,165
Howard at 2nd,Mechanics Plaza (Market at Battery),37.786978,-122.398108,165
Embarcadero at Vallejo,Clay at Battery,37.799953,-122.398525,163
San Francisco Caltrain (Townsend at 4th),San Francisco Caltrain 2 (330 Townsend),37.776617,-122.39526,163
San Francisco City Hall,Steuart at Market,37.77865,-122.418235,162
Park at Olive,University and Emerson,37.4256839,-122.1377775,162
Davis at Jackson,Market at 10th,37.79728,-122.398436,161
Commercial at Montgomery,2nd at Folsom,37.794231,-122.402923,160
Paseo de San Antonio,MLK Library,37.333798,-121.886943,160
Rengstorff Avenue / California Street,Rengstorff Avenue / California Street,37.420909,-122.080623,160
Davis at Jackson,Civic Center BART (7th at Market),37.79728,-122.398436,158
Post at Kearney,Harry Bridges Plaza (Ferry Building),37.788975,-122.403452,158
San Pedro Square,Arena Green / SAP Center,37.336721,-121.894074,158
Embarcadero at Bryant,Grant Avenue at Columbus Avenue,37.787152,-122.388013,158
San Francisco City Hall,Grant Avenue at Columbus Avenue,37.77865,-122.418235,157
Washington at Kearny,Howard at 2nd,37.795425,-122.404767,157
Mechanics Plaza (Market at Battery),Townsend at 7th,37.7913,-122.399051,156
Spear at Folsom,Civic Center BART (7th at Market),37.790302,-122.390637,155
